2015-06-21 13:14:59 , "get_all.py","Москва","Махачкала","1","0.002197","1111"
2015-06-21 13:22:10 , "get_all.py","Москва","Махачкала","1","0.002197","1111"
2015-06-21 16:41:57 , "get_all.py","новосибирск","москва","0.5","0.001","0"
2015-06-22 09:40:47 , "get_all.py","Новосибирск","Москва","1","0.000001","0"
2015-06-22 10:42:19 , "get_all.py","Москва","Новосибирск","1","0.001331","1111"
2015-06-22 16:59:44 , "get_all.py","новосибирск","москва","0.5","0.001","0"
2015-06-22 20:22:43 , "get_all.py","Москва","Махачкала","1","0.001","1000"
2015-06-22 22:45:04 , "get_all.py","Москва","Махачкала","1","0.000001","1"
2015-06-22 22:52:58 , "get_all.py","Москва","Махачкала","1","0.000001","1"
2015-06-22 23:01:37 , "get_all.py","Москва","Махачкала","1","0.000001","1"
2015-06-22 23:03:33 , "get_all.py","Москва","Махачкала","1","0.000001","1"
